PROLIFIC_PID,id,PID,date,timer_total,age,gender,gender_open,rururb01,rururb02,rururb02_open,rururb03,education,party,party_open,party_closer,party_preference,party_strength,party_importance,party_importance_raw,affpol_raw,affpol_weighted,valence_democrats,valence_republicans,arousal_democrats,arousal_republicans,condition,outparty_estimate,deviation,control_est_dem,control_est_rep,treat_est_dem_01,treat_est_dem_02,treat_est_dem_03,treat_est_rep_01,treat_est_rep_02,treat_est_rep_03,k_rural,k_urban,k_ingroup,k_outgroup,k_mean,k_outgroup_ingroup,beta,manip_check_01,democratic_support,freefair,freefair_raw,ethnicity01,ethnicity02,ethnicity_open,income,treat_dem_surprise,treat_rep_surprise,treat_dem_credible,treat_rep_credible,purpose,feedback,pre_commitment,pre_attention,post_attention,max_boxes,easy65,hard80,hard95,work_total,work_voteurban,work_voterural,work_ingroup,work_outgroup,work_difference,democratic_support_raw,antidemocratic_01,antidemocratic_02,antidemocratic_03,antidemocratic_04,democratic_01,democratic_02,democratic_03,democratic_04,freefair_01,freefair_02,freefair_02_r,inparty,outparty
28,R_7PnSO9SoHC9Tn5I,P590,24/02/2026 16:48,669,46,Woman,,Small town,Rural,,5,4-year college degree,Republican,,NA,Republican,Strong,0.1839612097741,77,0.644966471459841,0.12787045750306,18,87,21,85,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,1.38645860592761,1.23761623775141,1.38645860592761,1.23761623775141,1.31203742183951,-0.1488423681762001,4.93401346665324,Republican,-0.646048252315564,-1.64484765860938,6,White,NA,,"$50,000 to $59,999",NA,15,NA,55,interesting,no,"Yes, I will",passed,passed,12,8,10,11,0,0,0,0,0,0,265,14,15,91,15,86,85,9,85,5,5,1,Republican,Democrat
280,R_3R963sCKzEuCyiZ,P192,24/02/2026 20:48,1082,81,Woman,,City,Small-town,,3,Postgraduate degree,Democrat,,NA,Democrat,Strong,-0.110187724621543,70,0.679428751077218,1.00184438792447,80,10,80,80,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,1.43123078733219,0.230234478223765,0.230234478223765,1.43123078733219,0.8307326327779775,1.2009963091084248,4.20236655794675,Republican,0.898803886414699,0.939203043737683,10,Black or African-American,NA,,"$10,000 to $19,999",90,NA,0,NA,I found the task information very interesting.,no,"Yes, I will",passed,passed,12,8,10,11,7,7,0,7,0,7,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
281,R_5YnN2sf4NSzhuDW,P353,24/02/2026 20:50,925,48,Woman,,Small town,City,,3,"College, but not degree",Republican,,NA,Republican,Not very strong,-0.110187724621543,70,0.679428751077218,0.554144471741588,5,75,40,80,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.11821971055292,1.17153739387142,0.11821971055292,1.17153739387142,0.6448785522121699,1.0533176833185,3.26970582240514,Republican,-0.35996452292107,0.939203043737683,10,White,NA,,"$90,000 to $99,999",NA,70,NA,20,it was interesting,No feedback,"Yes, I will",passed,passed,12,8,10,11,10,2,8,8,2,6,290,0,10,100,0,100,90,0,100,5,1,5,Republican,Democrat
282,R_7NVg78NehZr01SF,P583,24/02/2026 20:51,631,24,Woman,,City,City,,4,4-year college degree,Republican,,NA,Republican,Strong,1.06640801296103,98,-0.526751035530969,-0.515666136507579,28,63,36,72,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,0.415354193328111,0.522435326663302,0.415354193328111,0.522435326663302,0.4688947599957065,0.10708113333519093,1.57346616526041,Republican,-1.57295953555372,-1.64484765860938,6,Black or African-American,NA,,"$100,000 to $149,999",NA,NA,NA,NA,it was clear and direct,,"Yes, I will",passed,passed,36,23,29,34,12,6,6,6,6,0,184,36,73,72,35,64,27,28,65,3,3,3,Republican,Democrat
283,R_3Y4EdHyh01P9CML,P205,24/02/2026 20:52,765,55,Woman,,Suburb,Suburb,,3,"College, but not degree",Republican,,NA,Republican,Not very strong,-0.950613251466235,50,-1.56061942405227,-1.37113459790548,69,74,39,26,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.129835665122438,0.143083359277369,0.129835665122438,0.143083359277369,0.1364595121999035,0.013247694154931017,4.78977343451047,Republican,-0.234087681987493,-0.352822307435849,8,White,NA,,"$90,000 to $99,999",NA,34,NA,61,It was engaging,No,"Yes, I will",passed,passed,31,20,25,29,17,8,9,9,8,1,301,23,22,27,27,77,78,73,73,4,2,4,Republican,Democrat
284,R_6QFfsE9AoarY06U,P485,24/02/2026 20:54,896,48,Woman,,Suburb,Suburb,,2,Postgraduate degree,Democrat,,NA,Democrat,Strong,0.940344183934323,95,-0.182128239357201,0.169939596715674,60,15,75,100,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,0.130510619396686,0.142981379679563,0.142981379679563,0.130510619396686,0.1367459995381245,-0.012470760282876997,4.78031637177469,Republican,0.727153648778003,0.939203043737683,10,White,NA,,"$70,000 to $79,999",NA,NA,NA,NA,I believe in promoting democratic engagement regardless of the concentration of specific voters in different areas because I feel that part of my negative feelings to my own party (democrats) is because they do not engage enough with people in rural communities.,"Of the first 3 trials, I think I rested for 2 of them (not sure if it shows I clicked anything). Even though you warned me about the 4 seconds, the amount of time that passed as I read through my options seemed like less than 4 seconds. Essentially, I did not intentionally rest. I would like to think I'm a fast reader, but maybe not!","Yes, I will",passed,passed,24,16,19,23,16,9,7,9,7,2,385,0,5,10,0,100,95,90,100,5,1,5,Democrat,Republican
285,R_1AQEO2sfLFxyNI5,P28,24/02/2026 20:56,938,38,Woman,,City,City,,5,2-year college degree,Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.16190066572049,0.297418245925296,93,9,72,17,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,0.799436847568672,0.124622939276541,0.124622939276541,0.799436847568672,0.4620298934226065,0.674813908292131,2.53069680869336,Republican,0.85303048971158,-0.352822307435849,8,White,"Hispanic, Latino, or Spanish origin",,"$100,000 to $149,999",NA,NA,NA,NA,It was interesting and loved the idea. It made the study exciting ,,"Yes, I will",passed,passed,18,12,14,17,12,8,4,8,4,4,396,1,1,1,1,99,99,99,99,4,2,4,Democrat,Republican
286,R_5s2E6qnX8HU2Wpb,P400,24/02/2026 20:56,1159,34,Man,,Small town,Suburb,,4,High school,Republican,,NA,Republican,Strong,-0.110187724621543,70,0.0246454383470592,-0.129819497933613,30,81,32,71,Control,2,-2,NA,Rarely,NA,NA,NA,NA,NA,NA,0.135384524691611,0.142545519912934,0.135384524691611,0.142545519912934,0.13896502230227248,0.007160995221322991,4.71596404371363,Republican,-1.30976250451079,-0.998834983022615,7,White,NA,,"Less than $10,000",NA,NA,NA,NA,COOL,,"Yes, I will",passed,passed,23,15,18,22,17,9,8,8,9,-1,207,31,72,24,66,69,28,76,34,5,4,2,Republican,Democrat
287,R_6IK8482nu7LiXSh,P463,24/02/2026 20:58,693,27,Woman,,Suburb,Suburb,,2,4-year college degree,Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.02405154725099,1.1778395293093,95,15,79,63,Treatment,4,0,NA,NA,Often,NA,NA,NA,NA,NA,1.49300409080238,1.0295472052514,1.0295472052514,1.49300409080238,1.26127564802689,0.46345688555097997,4.27483827405019,Republican,0.395296522680391,0.939203043737683,10,White,NA,,"$80,000 to $89,999",0,NA,90,NA,I liked the idea but I knew I couldn't click boxes fast enough for my cause which was disappointing becasue I didn't want to risk getting 0 for trying. ,I pressed the option for boxes multiple times and it went to rest.,"Yes, I will",passed,passed,24,16,19,23,1,1,0,1,0,1,356,0,11,33,0,100,89,67,100,5,1,5,Democrat,Republican
288,R_7q9OIXRf17C9RaJ,P645,24/02/2026 20:59,1122,33,Man,,Suburb,Suburb,,4,High school,Republican,,NA,Republican,Not very strong,0.268003762458569,79,-1.25045890749588,-0.99913061468605,64,78,66,89,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Rarely,Often,0.48487057551435,0.52103663593566,0.48487057551435,0.52103663593566,0.502953605725005,0.03616606042130999,2.48286378478148,Republican,-1.98492010588179,-1.64484765860938,6,White,NA,,"$10,000 to $19,999",NA,75,NA,56,Engaging,none,"Yes, I will",passed,passed,20,13,16,19,11,5,6,6,5,1,148,79,49,89,35,21,51,11,65,4,4,2,Republican,Democrat
289,R_3KI7WPqnuwOfT4H,P176,24/02/2026 20:59,1158,49,Man,,City,City,,3,High school,Democrat,,NA,Democrat,Strong,0.310025038800804,80,-0.182128239357201,-0.0727276826538437,88,43,75,53,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,0.467861888093264,0.764590932584165,0.764590932584165,0.467861888093264,0.6162264103387145,-0.296729044490901,2.92748625828816,Democrat,-0.165427586932815,-0.352822307435849,8,White,NA,,"$20,000 to $29,999",68,NA,46,NA,Annoying when the screen move to the left when i selected a box,None,"Yes, I will",passed,passed,17,11,14,16,8,3,5,3,5,-2,307,19,21,37,16,81,79,63,84,4,2,4,Democrat,Republican
29,R_3Dpb62bKqMwSTNK,P166,24/02/2026 16:49,667,18,Woman,,City,City,,3,"College, but not degree",Democrat,,NA,Democrat,Strong,0.268003762458569,79,1.12743838610312,1.47466856475084,88,5,73,90,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,1.38682325186413,0.215196371506397,0.215196371506397,1.38682325186413,0.8010098116852634,1.171626880357733,3.58310339231747,Republican,0.338079776801493,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,"I thought it was fairly easy, given that the task was merely clicking a few buttons to have a real-world impact.","Honestly, I thought the time limit might have been just a tad too long for some of the box tasks; if it was shorter, it might show how hard people are willing to push their clicking skills in order to enact voter change.","Yes, I will",passed,passed,27,18,22,26,9,8,1,8,1,7,351,14,8,5,22,86,92,95,78,5,1,5,Democrat,Republican
290,R_3syPxz2wolaVbh4,P276,24/02/2026 21:02,1068,20,Man,,Small town,Small-town,,2,High school,Republican,,NA,Republican,Not very strong,-2.0011451600221,25,-0.251052798591955,-0.109169612188679,37,80,60,70,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,0.130381332450898,0.253816883431477,0.130381332450898,0.253816883431477,0.1920991079411875,0.12343555098057901,4.85741460971305,Republican,-1.26398910780767,0.293190368150917,9,White,NA,,"$20,000 to $29,999",NA,NA,NA,NA,Fun,"I do not have any thoughts, comments or feedback I would like to share.","Yes, I will",passed,passed,32,21,26,30,17,8,9,9,8,1,211,14,40,35,100,86,60,65,0,5,2,4,Republican,Democrat
291,R_1whhil604GRd9fz,P129,24/02/2026 21:02,881,80,Woman,,Suburb,Suburb,,1,Postgraduate degree,Democrat,,NA,Democrat,Strong,-3.05167706857797,0,1.02405154725099,1.57625938423381,90,10,93,93,Control,1,-3,Almost never,NA,NA,NA,NA,NA,NA,NA,0.744160064289458,0.476707315245981,0.476707315245981,0.744160064289458,0.6104336897677195,0.26745274904347704,1.79505705839154,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,"interesting, unusual","none, thanks","Yes, I will",passed,passed,18,12,14,17,10,6,4,6,4,2,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
292,R_5SJE9l8BTzXkfS4,P345,24/02/2026 21:05,946,58,Woman,,City,City,,3,Postgraduate degree,Democrat,,NA,Democrat,Strong,0.0158761044051612,73,-0.00981684127031756,-0.477946000996585,67,17,15,68,Treatment,1,-3,NA,NA,Almost never,Often,NA,NA,NA,NA,0.768234947631713,0.84007640509331,0.84007640509331,0.768234947631713,0.8041556763625115,-0.07184145746159709,5.31336532745587,Republican,-1.32120585368657,0.939203043737683,10,White,NA,,"$80,000 to $89,999",74,NA,80,NA,straight forward,no,"Yes, I will",passed,passed,13,8,10,12,4,2,2,2,2,0,206,14,59,27,94,86,41,73,6,5,1,5,Democrat,Republican
293,R_3luSfbzWC5VOEvW,P249,24/02/2026 21:05,806,72,Woman,,City,Small-town,,4,"College, but not degree",Democrat,,NA,Democrat,Strong,1.10842928930326,99,1.60991030074639,-0.725443766717422,99,2,99,1,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,1.1049904932767,0.414223861028896,0.414223861028896,1.1049904932767,0.759607177152798,0.6907666322478041,2.25763083358746,Republican,-0.497284713030427,-0.352822307435849,8,Black or African-American,NA,,"$20,000 to $29,999",NA,NA,NA,NA,It was a little had,no comments,"Yes, I will",passed,passed,12,8,10,11,5,4,1,4,1,3,278,1,50,50,21,99,50,50,79,3,1,5,Democrat,Republican
294,R_5qjATnolFjziXbp,P396,24/02/2026 21:05,897,61,Woman,,Suburb,Suburb,,1,4-year college degree,Democrat,,NA,Democrat,Strong,-0.950613251466235,50,0.644966471459841,0.460512229043892,88,19,50,50,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,0.237662997722879,0.430695683682366,0.430695683682366,0.237662997722879,0.3341793407026225,-0.193032685959487,2.19866853359779,Republican,0.807257093008461,-2.29086033419615,5,White,NA,,"$60,000 to $69,999",93,NA,72,NA,Tedious,nothing to add,"Yes, I will",passed,passed,21,14,17,20,9,4,5,4,5,-1,392,0,2,0,6,100,98,100,94,4,5,1,Democrat,Republican
295,R_5g4OoSZBzbE4bm8,P369,24/02/2026 21:06,658,58,Man,,City,City,,3,Postgraduate degree,Democrat,,NA,Democrat,Strong,-0.99263452780847,49,-0.216590518974578,-0.0322890671069908,50,6,53,98,Treatment,1,-3,NA,NA,Almost never,Often,NA,NA,NA,NA,1.33020684838309,0.357603824957852,0.357603824957852,1.33020684838309,0.843905336670471,0.9726030234252381,3.49682386806313,Republican,0.647050204547545,0.939203043737683,10,White,NA,,"$60,000 to $69,999",98,NA,4,NA,Monotonous,,"Yes, I will",passed,passed,19,12,15,18,8,7,1,7,1,6,378,5,4,5,8,95,96,95,92,5,1,5,Democrat,Republican
296,R_6QlBIz0XT52oPrE,P487,24/02/2026 21:07,1588,49,Man,,Suburb,Suburb,,4,Postgraduate degree,Republican,,NA,Republican,Not very strong,-0.950613251466235,50,-0.974760670556867,-0.812588895603495,50,72,50,71,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.543377253003694,0.460409565399512,0.543377253003694,0.460409565399512,0.501893409201603,-0.082967687604182,4.93428404782334,Democrat,0.887360537238919,-0.352822307435849,8,White,NA,,"$150,000 or more",NA,62,NA,31,interesting,,"Yes, I will",passed,passed,18,12,14,17,8,5,3,3,5,-2,399,0,1,0,0,100,99,100,100,5,3,3,Republican,Democrat
297,R_5MAlRhPHoJFIUJ3,P330,24/02/2026 21:07,1150,41,Woman,,Suburb,Suburb,,3,Postgraduate degree,Republican,,NA,Republican,Strong,0.436088867827507,83,-0.871373831704737,-0.695359662885601,51,76,53,77,Control,3,-1,NA,Sometimes,NA,NA,NA,NA,NA,NA,1.33520550016698,0.866680871133531,1.33520550016698,0.866680871133531,1.1009431856502556,-0.46852462903344905,2.04535089401532,Republican,-1.28687580615923,-0.998834983022615,7,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,Awesome,I enjoyed the study.,"Yes, I will",passed,passed,18,12,14,17,5,4,1,1,4,-3,209,48,57,57,29,52,43,43,71,3,2,4,Republican,Democrat
298,R_5Wn7KwIEnsZK5bP,P349,24/02/2026 21:08,665,26,Woman,,Small town,Small-town,,3,Postgraduate degree,Democrat,,NA,Democrat,Not very strong,-1.79103877831093,30,-0.526751035530969,-0.586452405091225,60,25,30,65,Control,4,0,Often,NA,NA,NA,NA,NA,NA,NA,0.354764656094549,0.441843240701458,0.441843240701458,0.354764656094549,0.3983039483980035,-0.08707858460690898,5.31940515256069,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$100,000 to $149,999",NA,NA,NA,NA,Enjoyable,,"Yes, I will",passed,passed,29,19,23,28,13,6,7,6,7,-1,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
299,R_5ElUsslvBPlKLPX,P313,24/02/2026 21:08,1686,35,Woman,,Suburb,Suburb,,1,Postgraduate degree,Democrat,,NA,Democrat,Not very strong,-0.950613251466235,50,-1.73293082213916,-1.48311397446812,100,100,50,50,Control,4,0,Often,NA,NA,NA,NA,NA,NA,NA,0.165808448378608,0.257317440277753,0.257317440277753,0.165808448378608,0.2115629443281805,-0.09150899189914499,4.74399198328877,Other,-0.131097539405476,-0.352822307435849,8,Black or African-American,NA,,"$70,000 to $79,999",NA,NA,NA,NA,It felt like I was doing something good to the community and also as a way of giving back. ,"I don't have any comment. While clicking the boxes, I feel like once a person finishes before the 10 seconds, one should be allowed to proceed with the study instead of having to wait. ","Yes, I will",passed,passed,31,20,25,29,15,7,8,7,8,-1,310,0,79,11,0,100,21,89,100,5,3,3,Democrat,Republican
3,R_1bNvIIZt0BVq0Al,P75,24/02/2026 16:30,747,36,Woman,,Suburb,City,,2,"College, but not degree",Democrat,,NA,Democrat,Strong,0.436088867827507,83,0.507117352990334,0.56314991128356,75,10,48,90,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,0.129840014334133,0.14304982621665,0.14304982621665,0.129840014334133,0.1364449202753915,-0.013209811882516992,4.79056608130082,Republican,0.818700442184241,0.939203043737683,10,White,NA,,"$70,000 to $79,999",92,NA,53,NA,"I wanted to make sure I took every chance to increase voter turn out everywhere. I thought this was an interesting task, and I wish it was as easy as clicking boxes in the real world. ",,"Yes, I will",passed,passed,27,18,22,26,18,9,9,9,9,0,393,1,1,4,1,99,99,96,99,5,1,5,Democrat,Republican
30,R_7hrPcFyWkU2UKE8,P625,24/02/2026 16:49,677,53,Woman,,Suburb,Suburb,,5,"College, but not degree",Democrat,,NA,Democrat,Strong,1.1504505656455,100,0.817277869546725,0.422183836149942,100,26,100,26,Treatment,3,-1,NA,NA,Sometimes,Often,NA,NA,NA,NA,0.13038062147172,0.253818710131439,0.253818710131439,0.13038062147172,0.1920996658015795,-0.12343808865971898,4.85741094083917,Republican,-1.77893982071776,-1.64484765860938,6,Black or African-American,NA,,"$30,000 to $39,999",100,NA,100,NA,It will be amazing and helpful.,The study was great,"Yes, I will",passed,passed,31,20,25,29,17,8,9,8,9,-1,166,36,49,49,100,64,51,51,0,5,5,1,Democrat,Republican
300,R_7F255QZxmpWA1Db,P573,24/02/2026 21:09,1664,53,Woman,,City,Suburb,,1,2-year college degree,Democrat,,NA,Democrat,Strong,1.06640801296103,98,1.57544802112901,-0.324197560362771,98,2,4,73,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,0.450442553271786,0.737053482807169,0.737053482807169,0.450442553271786,0.5937480180394775,-0.286610929535383,2.72638220954416,Republican,-1.11522556852253,0.293190368150917,9,White,NA,,"$90,000 to $99,999",11,NA,50,NA,annoying,,"Yes, I will",passed,passed,18,12,14,17,6,3,3,3,3,0,224,6,71,93,6,94,29,7,94,5,2,4,Democrat,Republican
301,R_3vdFzULpkuh74ES,P280,24/02/2026 21:09,1908,49,Woman,,Rural area,Rural,,4,2-year college degree,Republican,,NA,Republican,Strong,1.1504505656455,100,-0.354439637444085,-0.143873919467,60,100,55,100,Treatment,3,-1,NA,NA,NA,NA,NA,Sometimes,Often,NA,0.129921477176262,0.143174125669311,0.129921477176262,0.143174125669311,0.1365478014227865,0.013252648493048996,4.78710642131681,Democrat,-0.611718204788224,-0.352822307435849,8,White,NA,,"$90,000 to $99,999",NA,70,NA,30,very easy to understand,no,"Yes, I will",passed,passed,12,8,10,11,16,8,8,8,8,0,268,1,32,80,19,99,68,20,81,3,1,5,Republican,Democrat
302,R_5xLXM69wrDDflty,P412,24/02/2026 21:10,1442,43,Woman,,City,City,,3,High school,Republican,,NA,Republican,Strong,0.688216525880915,89,-0.354439637444085,-0.234683781277515,52,92,45,97,Treatment,2,-2,NA,NA,NA,NA,NA,Rarely,Often,NA,0.113914169634888,0.53238459468486,0.113914169634888,0.53238459468486,0.323149382159874,0.418470425049972,2.44144565157145,Democrat,-1.42419599626858,-0.998834983022615,7,"Hispanic, Latino, or Spanish origin",NA,,"$90,000 to $99,999",NA,55,NA,74,Satisfactory,No,"Yes, I will",passed,passed,28,18,22,27,14,6,8,8,6,2,197,12,73,84,34,88,27,16,66,4,3,3,Republican,Democrat
303,R_3h5dJxckaw9C7SQ,P237,24/02/2026 21:13,1015,33,Man,,City,City,,2,"College, but not degree",Democrat,,NA,Democrat,Not very strong,-1.37082601488858,40,0.300343675286073,0.334474230970895,70,11,60,60,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,1.48345299349237,0.401073552833565,0.401073552833565,1.48345299349237,0.9422632731629674,1.082379440658805,3.67624073162065,Republican,-0.817698489952259,-2.29086033419615,5,Asian,NA,,"Less than $10,000",70,NA,20,NA,engaging,n/a,"Yes, I will",passed,passed,21,14,17,20,7,7,0,7,0,7,250,20,60,20,50,80,40,80,50,3,4,2,Democrat,Republican
304,R_6Cqr82cdaJSnPyz,P449,24/02/2026 21:13,811,59,Woman,,Suburb,Small-town,,4,Postgraduate degree,Democrat,,NA,Democrat,Strong,-0.404336659017185,63,-1.62954398328703,-1.38966800979778,59,56,71,54,Control,2,-2,Rarely,NA,NA,NA,NA,NA,NA,NA,1.47698109704676,0.349098683115624,0.349098683115624,1.47698109704676,0.913039890081192,1.127882413931136,3.38256491199887,Republican,0.86447383888736,-0.352822307435849,8,White,NA,,"$90,000 to $99,999",NA,NA,NA,NA,It was interesting.,Thank you.,"Yes, I will",passed,passed,12,8,10,11,7,7,0,7,0,7,397,1,0,1,1,99,100,99,99,4,2,4,Democrat,Republican
305,R_5QsZmorwj6qoZBf,P339,24/02/2026 21:13,654,57,Woman,,Suburb,Suburb,,4,2-year college degree,Republican,,NA,Republican,Strong,0.310025038800804,80,0.403730514138204,0.52638706517246,14,76,92,52,Control,5,1,NA,Almost always,NA,NA,NA,NA,NA,NA,0.194559326679972,1.10456580537552,0.194559326679972,1.10456580537552,0.649562566027746,0.9100064786955481,3.17387770168528,Republican,0.898803886414699,-0.352822307435849,8,White,NA,,"$50,000 to $59,999",NA,NA,NA,NA,Frustrating because my touchscreen doesn't always respond to my touch. ,,"Yes, I will",passed,passed,24,16,19,23,10,2,8,8,2,6,400,0,0,0,0,100,100,100,100,4,2,4,Republican,Democrat
306,R_31dFCQK7pYhQaeF,P141,24/02/2026 21:15,877,51,Woman,,Suburb,Rural,,3,4-year college degree,Democrat,,NA,Democrat,Not very strong,-0.950613251466235,50,-1.38830802596539,-1.08670885596479,20,10,100,100,Treatment,2,-2,NA,NA,Rarely,Often,NA,NA,NA,NA,0.129840090774084,0.143049425744704,0.143049425744704,0.129840090774084,0.136444758259394,-0.01320933497061999,4.79056533066198,Republican,-0.0166640476476788,-0.998834983022615,7,Black or African-American,NA,,"$150,000 or more",100,NA,30,NA,Interesting,,"Yes, I will",passed,passed,18,12,14,17,18,9,9,9,9,0,320,0,0,30,50,100,100,70,50,4,3,3,Democrat,Republican
307,R_30u6w2f6zOzbW1o,P135,24/02/2026 21:16,554,29,Man,,Suburb,Suburb,,5,Postgraduate degree,Democrat,,NA,Democrat,Strong,1.1504505656455,100,1.71329713959852,2.48093721056519,100,0,100,100,Treatment,1,-3,NA,NA,Almost never,Often,NA,NA,NA,NA,1.20191696839635,0.290288583057975,0.290288583057975,1.20191696839635,0.7461027757271625,0.911628385338375,2.96827100252572,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"$60,000 to $69,999",82,NA,0,NA,Annoying,,"Yes, I will",passed,passed,33,21,26,31,9,7,2,7,2,5,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
308,R_6kLxLLQEOgVMKNm,P517,24/02/2026 21:16,1283,60,Woman,,Rural area,Rural,,5,4-year college degree,Democrat,,NA,Democrat,Not very strong,-2.0011451600221,25,-1.73293082213916,-1.48311397446812,100,100,50,50,Control,4,0,Often,NA,NA,NA,NA,NA,NA,NA,0.214933329504736,0.274799481009248,0.274799481009248,0.214933329504736,0.244866405256992,-0.059866151504511994,2.59562026957363,Republican,0.898803886414699,0.939203043737683,10,White,NA,,"Less than $10,000",NA,NA,NA,NA,engaging,no,"Yes, I will",passed,passed,18,12,14,17,15,7,8,7,8,-1,400,0,0,0,0,100,100,100,100,5,1,5,Democrat,Republican
